Participant ID,Condition Number,Story1_Cond,Story2_Cond,Story3_Cond,,none,neutral,human,godot/tone,,Q228,Q254,Q230,Q231,Q232,Q255,Q234,Q256,Q252,Q253,Story1_Responses,,Q263,Q239,Q240,Q259,Q260,Q243,Q244,Q261,Q245,Q246,Story2_Responses,,Q247,Q248,Q249,Q250,Q251,Q252,Q253,Q254,Q255,Q256,Story3_Responses,,Q269,Q270,Q271,Q272,,Sex 1=male 2=female,Age,Ethnicity,Ethnicity_Text,PlaceofBirth,LanguageatHome,,
181,4,none,neutral,human,,2,2,2,2,,1,1,3,1,1,1,1,1,6,1,2,,2,3,1,1,1,1,1,1,1,1,2,,2,1,2,1,1,1,1,1,1,1,2,,2,1,1,2,,2,18,6,,"Honeydew, CA",English,,
187,4,none,neutral,human,,2,4,6,1,,1,1,1,1,1,1,1,1,5,2,2,,1,2,1,1,1,1,2,2,1,2,4,,1,3,1,2,1,2,3,3,1,2,6,,1,1,1,2,,2,18,6,,"Carmichael, California ",English,,
241,4,none,neutral,human,,3,2,3,2,,1,2,1,1,1,4,1,1,2,1,3,,1,1,1,1,1,2,1,2,1,1,2,,1,2,3,1,1,1,1,3,1,1,3,,1,1,2,2,,2,19,6,,California,English,,
253,4,none,neutral,human,,6,4,4,2,,1,1,2,2,1,5,3,1,2,3,6,,2,3,2,1,1,1,1,1,3,1,4,,1,2,1,1,1,2,3,3,1,1,4,,2,1,1,2,,2,20,6,,"Sacramento, CA",English,,
265,4,none,neutral,human,,3,3,3,1,,1,1,1,1,1,4,1,1,2,2,3,,2,1,2,1,1,1,1,1,2,1,3,,1,2,1,1,1,2,3,1,1,1,3,,1,1,1,2,,2,18,6,,"Anahiem, California",English,,
277,4,none,neutral,human,,2,4,6,1,,1,1,1,1,1,1,1,2,6,1,2,,1,1,1,1,1,2,1,2,3,3,4,,3,2,1,3,1,3,1,2,2,1,6,,1,1,3,1,,2,20,6,,LA,English,,
283,4,none,neutral,human,,6,6,4,1,,1,2,2,2,1,1,1,3,2,3,6,,1,3,3,2,1,1,2,2,2,1,6,,2,2,1,1,1,2,1,3,1,1,4,,1,1,2,1,,2,20,6,,"Woodland, Ca",English,,
147,5,neutral,human,none,,2,6,6,3,,1,2,2,2,1,5,2,1,5,1,6,,1,2,2,3,1,2,1,2,2,1,6,,2,1,1,1,1,1,1,2,1,1,2,,2,1,3,2,,1,18,1,Filipino,"Los Angeles, CA",English,,
170,5,neutral,human,none,,2,2,6,2,,1,1,1,1,1,4,1,1,2,1,2,,1,3,2,3,1,1,2,3,1,3,6,,1,1,1,1,2,1,2,1,1,1,2,,3,1,1,2,,1,18,1,Chinese,"Daly City, CA",English,,
182,5,neutral,human,none,,2,2,5,2,,1,1,1,1,1,1,3,1,6,1,2,,1,2,2,1,1,1,3,3,3,1,5,,1,1,1,1,1,2,1,3,1,1,2,,2,1,3,1,,1,18,1,Chinese,"Chatsworth, California",English ,,
212,5,neutral,human,none,,7,6,5,0,,3,1,3,2,1,4,1,3,6,1,6,,1,2,2,1,1,1,1,2,2,3,5,,3,2,2,3,1,3,3,3,1,1,7,,1,1,1,1,,1,20,1,Chinese,"Beijing, China",Chinese,,
230,5,neutral,human,none,,3,5,2,3,,1,2,2,1,1,4,1,1,5,3,5,,2,2,1,1,1,1,1,1,1,1,2,,3,1,1,1,1,1,2,3,1,1,3,,2,3,1,2,,1,18,1,Indian,"Durham, North Carolina",English,,
296,5,neutral,human,none,,0,4,6,3,,3,1,1,1,1,4,1,1,2,3,4,,2,3,3,3,1,1,2,3,1,1,6,,1,1,1,1,1,1,1,1,1,1,0,,3,1,3,2,,1,18,1,Vietnamese,California,Vietnamese and English,,
302,5,neutral,human,none,,2,6,5,1,,2,1,2,1,1,5,1,2,6,3,6,,2,3,1,1,3,1,2,1,1,3,5,,2,1,1,1,2,1,1,1,1,1,2,,2,1,1,1,,1,22,1,Chinese-American,"Northridge, CA",English,,
176,5,neutral,human,none,,2,6,5,1,,1,1,2,2,1,4,3,2,5,1,6,,2,2,1,1,2,1,1,1,2,2,5,,2,1,1,1,2,1,1,1,1,1,2,,1,1,1,2,,2,18,1,Korean,"Fontana, Ca",English,,
218,5,neutral,human,none,,0,4,3,2,,1,1,1,1,1,5,2,1,5,2,4,,1,1,1,2,2,1,3,1,1,1,3,,1,1,1,1,1,1,1,1,1,1,0,,3,2,1,1,,2,20,1,Chinese Malaysian ,Malaysia,"English, Mandarin",,
224,5,neutral,human,none,,0,4,5,0,,3,1,1,1,1,4,1,3,2,1,4,,1,,2,3,1,1,1,2,3,1,5,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,,2,20,1,Vietnamese,"Fountain Valley, California",Vietnamese and English,,
278,5,neutral,human,none,,2,4,6,2,,1,1,2,1,1,5,1,1,5,3,4,,1,1,2,1,1,3,2,2,2,3,6,,1,2,1,1,1,1,1,3,1,1,2,,1,1,2,2,,2,18,1,Filipino,Long Beach,English,,
284,5,neutral,human,none,,3,6,3,1,,1,2,2,1,1,5,2,1,6,3,6,,1,1,2,3,1,1,2,1,1,1,3,,1,1,2,1,1,2,3,1,1,1,3,,1,1,1,2,,2,18,1,Chinese-American,San Francisco,Chinese and English,,
129,5,neutral,human,none,,0,7,3,1,,3,2,3,1,1,5,3,1,6,3,7,,1,1,1,1,1,1,2,2,3,1,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,3,,1,18,6,,"Pasadena, CA",English,,
158,5,neutral,human,none,,4,8,2,2,,1,2,3,2,1,4,3,3,6,3,8,,1,2,1,1,1,1,1,1,1,3,2,,1,2,1,2,2,2,1,1,1,1,4,,1,1,2,2,,1,18,6,,bakersfield,english,,
164,5,neutral,human,none,,1,6,6,0,,1,2,2,1,2,5,1,1,6,3,6,,1,2,2,1,1,1,2,2,3,3,6,,1,1,1,3,1,1,1,1,1,1,1,,1,1,1,1,,1,18,6,,San Diego,English,,
188,5,neutral,human,none,,0,7,2,2,,3,2,2,1,2,1,2,1,2,3,7,,2,1,1,1,1,1,1,1,1,3,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,1,19,6,,"Concord, CA",English,,
206,5,neutral,human,none,,3,5,9,3,,3,2,2,2,1,1,1,1,5,1,5,,2,3,3,2,3,3,3,3,1,3,9,,1,2,1,1,1,1,2,2,1,1,3,,,2,2,1,,1,19,6,,DC,English,,
242,5,neutral,human,none,,0,7,4,3,,1,2,3,2,3,4,1,1,5,3,7,,2,2,1,1,1,1,2,2,1,1,4,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,1,18,6,,"Mill Valley, California",English,,
248,5,neutral,human,none,,1,3,3,2,,1,1,2,1,1,1,1,1,5,2,3,,1,2,1,1,1,2,1,1,1,3,3,,1,2,1,1,1,1,1,1,1,1,1,,3,1,1,2,,1,19,6,,"ukiah, ca",english,,
254,5,neutral,human,none,,3,4,5,1,,3,1,2,1,1,1,1,1,2,2,4,,2,2,2,1,1,1,1,1,2,2,5,,1,2,1,2,1,1,1,3,1,1,3,,1,1,1,3,,1,21,6,,"San Francisco, California",English,,
290,5,neutral,human,none,,2,5,4,1,,1,2,1,2,2,1,1,1,2,2,5,,1,2,2,3,1,1,1,1,1,3,4,,1,2,1,1,1,1,2,1,1,1,2,,1,1,1,2,,1,19,6,,"San Diego, California",English,,
123,5,neutral,human,none,,1,3,3,1,,3,1,1,1,1,4,1,1,2,1,3,,1,3,2,1,1,1,1,1,2,1,3,,1,1,1,1,1,1,2,1,1,1,1,,2,1,1,1,,2,19,6,,"sacramento, California",English,,
135,5,neutral,human,none,,2,5,6,2,,1,2,2,,1,1,1,2,5,1,5,,1,2,1,2,1,2,2,1,3,3,6,,1,2,1,1,1,1,2,1,1,1,2,,1,1,2,2,,2,18,6,,"Pasadena, CA",English,,
194,5,neutral,human,none,,1,4,2,3,,1,2,1,1,3,1,1,1,2,3,4,,2,1,,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,3,1,1,1,,2,2,1,2,,2,18,6,,"San Jose, California",English,,
200,5,neutral,human,none,,2,1,2,3,,1,1,1,1,1,1,1,1,5,1,1,,1,1,1,1,1,1,1,1,3,3,2,,1,1,1,1,1,1,2,1,1,1,1,,2,3,2,1,,2,18,6,,"Berkeley, Ca",English,,
236,5,neutral,human,none,,0,3,3,0,,1,1,1,1,1,4,1,1,2,3,3,,1,3,1,3,3,1,1,1,1,1,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,,2,18,6,,ohio,English,,
260,5,neutral,human,none,,0,3,4,3,,1,1,2,1,1,4,1,1,6,1,3,,1,3,1,2,1,1,2,1,1,3,4,,1,1,1,1,1,1,1,1,1,1,0,,1,3,2,2,,2,18,6,,Israel,English,,
266,5,neutral,human,none,,0,5,4,3,,3,1,2,1,1,1,2,1,5,3,5,,1,3,2,3,1,1,1,1,1,2,4,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,2,18,6,,"San Diego, CA",English,,
272,5,neutral,human,none,,2,6,3,1,,1,1,2,2,1,4,1,2,5,2,6,,3,2,1,1,1,1,1,1,2,1,3,,1,2,1,1,1,1,3,1,1,1,2,,1,1,1,3,,2,19,6,,"San Jose, CA",English,,
142,6,neutral,none,human,,2,4,2,2,,1,1,2,2,1,1,1,1,6,2,4,,2,1,1,1,1,1,1,1,2,1,2,,3,2,1,1,1,1,1,1,1,1,2,,3,1,1,2,,1,18,1,Bangladeshi,"Tarzana, California",English and Bengali,,
189,6,neutral,none,human,,5,9,7,3,,1,2,2,3,2,4,3,2,2,3,9,,1,3,2,1,1,3,3,1,1,3,5,,2,2,1,3,1,2,1,2,2,3,7,,1,2,2,2,,1,18,1,Vietnamese,"Fremont,ca",Vietnamese,,
297,6,neutral,none,human,,4,3,1,1,,1,1,1,1,1,4,2,1,2,1,3,,1,1,1,1,1,2,1,2,2,2,4,,1,3,1,1,1,1,1,1,1,1,1,,1,3,1,2,,1,18,1,Taiwanese,USA,Mandarin,,
124,6,neutral,none,human,,4,5,1,2,,1,3,3,1,1,1,1,2,6,3,5,,2,2,1,1,1,1,1,1,2,3,4,,1,1,3,1,1,1,1,1,1,1,1,,2,1,1,2,,2,18,1,Indian,"Ann Arbor, Michigan, US",English,,
213,6,neutral,none,human,,6,7,5,2,,3,2,1,2,3,4,3,1,5,1,7,,2,2,1,1,1,1,2,2,2,3,6,,1,2,3,1,1,3,2,1,1,2,5,,2,1,2,1,,2,19,1,Chinese-American,"San Francisco, CA, USA",English,,
219,6,neutral,none,human,,4,7,4,0,,2,2,1,1,1,4,2,2,2,2,7,,1,3,1,1,1,1,1,3,2,3,4,,1,2,2,1,1,1,1,1,2,3,4,,1,1,1,1,,2,20,1,Vietnamese,USA,ENGLISH,,
225,6,neutral,none,human,,2,7,4,2,,3,3,2,2,1,1,1,3,2,3,7,,1,1,1,1,1,1,1,1,2,3,2,,1,3,3,1,1,2,1,2,1,1,4,,1,2,1,2,,2,21,1,Chinese,"San Francisco, CA.",Cantonese,,
231,6,neutral,none,human,,3,6,7,4,,2,2,2,2,1,5,1,1,6,1,6,,1,3,1,1,1,1,2,1,1,3,3,,3,3,2,3,2,1,1,2,1,3,7,,2,1,3,2,,2,18,1,Korean,"Northridge, CA",Korean and English,,
249,6,neutral,none,human,,2,4,3,3,,1,1,1,2,1,5,1,1,6,3,4,,1,1,2,1,1,1,1,1,2,1,2,,1,2,1,1,1,2,1,3,1,1,3,,1,3,2,2,,2,19,1,Korean,"Los Angeles, California",English,,
273,6,neutral,none,human,,2,4,4,2,,3,1,3,1,1,4,1,1,6,1,4,,1,1,2,1,1,1,1,2,1,1,2,,1,3,,1,1,2,1,3,1,1,4,,3,1,1,2,,2,18,1,Filipino,United States,English/Filipino,,
153,6,neutral,none,human,,2,6,4,1,,2,1,2,1,2,4,1,1,5,3,6,,2,1,1,1,1,1,1,1,3,1,2,,2,2,1,1,1,1,2,3,1,1,4,,1,1,1,3,,1,19,6,,"Parsippany, New Jersey",English,,
171,6,neutral,none,human,,8,4,5,2,,1,1,1,1,1,4,1,3,5,3,4,,1,3,2,3,1,2,2,2,3,3,8,,1,2,1,3,1,2,2,3,1,1,5,,1,3,2,1,,1,18,6,,"Calabasas, CA",English,,
177,6,neutral,none,human,,0,2,2,0,,1,1,1,1,1,1,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,0,,1,2,1,1,1,1,1,3,1,1,2,,1,1,1,1,,1,18,6,,"Grass Valley, CA 95945",English/French,,
207,6,neutral,none,human,,1,4,6,1,,1,2,2,1,1,1,1,1,6,3,4,,1,1,1,1,1,1,1,1,2,1,1,,2,2,2,1,1,2,3,3,1,1,6,,1,1,1,2,,1,19,6,,"Portland, Maine, USA",English,,
279,6,neutral,none,human,,7,7,4,1,,1,2,1,3,3,4,1,2,2,2,7,,1,2,2,1,1,3,2,3,2,2,7,,2,1,1,1,1,3,1,3,2,1,4,,1,1,1,2,,1,18,6,,"London, United Kingdom",English/Swedish,,
130,6,neutral,none,human,,4,5,6,3,,,2,1,1,,1,1,1,2,3,5,,1,2,1,1,1,2,1,1,3,2,4,,1,3,1,1,2,2,2,1,2,2,6,,2,2,1,2,,2,18,6,,San Pedro,English,,
136,6,neutral,none,human,,3,3,5,2,,1,1,3,1,1,4,1,1,2,1,3,,1,1,2,1,1,1,2,1,1,3,3,,3,3,1,1,1,2,2,1,2,1,5,,3,1,1,2,,2,18,6,,"Torrance, California",English,,
159,6,neutral,none,human,,1,5,4,2,,1,2,3,1,1,4,1,1,2,3,5,,1,3,1,1,1,1,1,1,1,1,1,,2,2,2,1,1,1,1,3,1,1,4,,3,1,1,3,,2,19,6,,"Mission Viejo, CA",English,,
165,6,neutral,none,human,,3,8,3,0,,3,2,2,2,3,4,1,1,6,2,8,,1,3,1,1,1,1,1,1,3,3,3,,1,2,3,1,1,1,1,3,1,1,3,,1,1,1,1,,2,20,6,,California,English,,
183,6,neutral,none,human,,0,1,4,2,,1,1,1,1,1,1,1,1,6,1,1,,1,1,1,1,1,1,1,1,1,1,0,,2,2,3,1,1,1,1,3,1,1,4,,2,1,2,1,,2,18,6,,California,English,,
195,6,neutral,none,human,,2,6,5,1,,2,2,1,1,1,4,3,2,2,1,6,,1,1,1,1,1,1,1,1,3,3,2,,2,2,1,1,2,2,1,3,1,1,5,,1,1,1,2,,2,18,6,,"San Francisco, California",English,,
201,6,neutral,none,human,,1,4,3,2,,1,2,2,1,1,4,1,1,5,1,4,,1,1,1,1,1,1,1,1,1,3,1,,2,2,1,1,1,1,1,2,1,1,3,,3,1,2,1,,2,18,6,,"Santa Monica, CA",English,,
237,6,neutral,none,human,,7,6,4,1,,3,1,2,1,1,1,3,2,2,3,6,,2,2,2,3,1,1,2,1,2,3,7,,2,2,1,1,1,2,1,3,1,1,4,,1,1,3,1,,2,18,6,,"San Diego, California",English,,
243,6,neutral,none,human,,5,3,5,4,,1,1,1,3,1,1,1,1,6,3,3,,2,2,1,1,1,1,2,3,2,1,5,,2,2,1,3,1,2,1,3,1,1,5,,3,2,2,2,,2,20,6,,La Jolla,English,,
255,6,neutral,none,human,,3,5,4,1,,2,1,1,1,2,4,2,1,2,1,5,,1,1,1,1,1,1,2,1,3,2,3,,1,3,1,3,1,2,1,3,1,1,4,,1,1,1,2,,2,18,6,,Boston,English,,
261,6,neutral,none,human,,4,4,4,2,,1,1,1,1,1,4,2,2,2,1,4,,1,3,1,1,1,1,3,1,2,2,4,,2,1,1,3,2,1,1,3,1,1,4,,2,1,3,1,,2,21,6,,California ,english ,,
267,6,neutral,none,human,,0,2,5,1,,2,1,1,1,1,1,1,1,5,1,2,,1,1,1,1,1,1,1,1,1,1,0,,2,2,1,2,1,1,3,2,1,1,5,,1,1,2,1,,2,19,6,,"Tuscon, AZ",English,,
285,6,neutral,none,human,,4,6,2,2,,1,2,2,2,1,5,1,1,5,3,6,,1,3,2,1,3,1,1,1,2,1,4,,1,3,3,1,1,1,1,1,1,1,2,,2,1,2,1,,2,19,6,,"Santa Rosa, CA",English,,
291,6,neutral,none,human,,2,7,3,3,,2,1,2,1,2,4,3,1,5,3,7,,1,1,1,1,3,1,1,2,1,1,2,,2,3,1,1,1,3,1,3,1,1,4,,2,3,1,2,,2,19,6,,Bakersfield CA,English,,
303,6,neutral,none,human,,6,6,5,2,,3,1,2,1,3,5,1,3,5,1,6,,1,3,2,1,1,2,2,3,1,3,6,,3,2,3,1,1,2,1,3,1,1,5,,1,2,1,2,,2,19,,,,,,
119,1,human ,none,neutral,,1,0,6,1,,2,3,1,1,1,5,1,2,6,3,6,,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,2,,1,19,10,Japanese,,Japanese,,
168,1,human ,none,neutral,,3,0,5,2,,1,2,3,1,1,4,3,1,6,1,5,,1,1,1,1,1,1,2,1,2,3,3,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,1,20,10,Japanese,,Japanese,,
198,1,human ,none,neutral,,1,1,5,2,,3,2,2,1,1,4,1,1,2,1,5,,1,1,1,1,1,1,1,1,1,3,1,,1,2,1,1,1,1,1,1,1,1,1,,2,1,1,2,,1,19,10,Japanese,,Japanese,,
101,1,human ,none,neutral,,2,0,6,1,,3,2,1,2,1,1,1,3,6,2,6,,1,,1,1,1,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,2,,2,19,10,Japanese,,Japanese,,
107,1,human ,none,neutral,,1,3,4,3,,1,1,2,1,1,5,1,2,6,1,4,,1,1,1,1,1,1,1,1,1,3,1,,2,1,1,2,1,1,2,1,1,1,3,,2,1,2,2,,2,19,10,Japanese,,Japanese,,
125,1,human ,none,neutral,,1,2,3,1,,1,2,1,1,1,4,1,1,2,1,3,,2,1,1,1,1,1,1,1,1,1,1,,2,3,1,1,1,1,1,1,1,1,2,,1,1,1,2,,2,19,10,Japanese,,Japanese,,
137,1,human ,none,neutral,,1,1,5,1,,1,1,2,1,3,4,1,3,2,1,5,,1,1,1,1,1,1,1,1,3,1,1,,1,2,1,1,1,1,1,1,1,1,1,,1,1,2,1,,2,20,10,Japanese,,Japanese,,
143,1,human ,none,neutral,,1,1,7,3,,2,1,2,1,3,4,1,2,5,3,7,,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,1,1,1,,2,1,2,2,,2,19,10,Japanese,,Japanese,,
148,1,human ,none,neutral,,1,0,6,3,,1,1,1,3,3,5,3,3,2,1,6,,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,2,18,10,Japanese,,Japanese,,
154,1,human ,none,neutral,,1,1,6,0,,3,2,3,1,1,4,1,3,6,1,6,,1,1,1,1,1,3,1,1,1,1,1,,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,,2,18,10,Japanese,,Japanese,,
161,1,human ,none,neutral,,0,0,5,3,,1,1,2,1,3,5,1,2,6,1,5,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,0,,2,1,,2,,2,21,10,Japanese,,Japanese,,
186,1,human ,none,neutral,,1,2,3,2,,1,2,1,1,1,5,1,1,2,1,3,,1,1,1,1,1,1,2,1,1,1,1,,1,1,3,1,1,1,1,3,1,1,2,,1,1,3,2,,2,22,10,Japanese,,Japanese,,
192,1,human ,none,neutral,,2,0,8,2,,2,3,3,3,3,5,1,2,5,1,8,,1,1,1,1,1,2,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,3,2,,2,19,10,,,Japanese,,
113,1,human ,none,neutral,,2,2,6,3,,3,2,2,1,3,5,1,1,6,1,6,,1,1,1,1,1,1,2,1,2,1,2,,2,1,1,1,1,2,1,1,1,1,2,,1,3,3,2,,2,18,10,Japanese,,Japanese,,
174,1,human ,none,neutral,,1,0,6,2,,2,1,2,1,1,5,1,2,6,2,6,,1,1,1,1,1,1,1,1,1,3,1,,1,1,1,1,1,1,1,1,1,1,0,,1,3,1,2,,2,19,10,Japanese,,Japanese,,
180,1,human ,none,neutral,,1,1,7,4,,3,2,3,1,3,5,2,1,6,1,7,,1,3,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,,3,3,3,2,,2,19,10,Japanese,,Japanese,,
108,2,human,neutral,none,,1,3,4,2,,1,1,2,1,2,5,1,1,6,1,4,,1,1,1,3,1,1,2,1,1,3,3,,1,1,1,1,1,2,1,1,1,1,1,,1,1,2,2,,1,19,10,Japanese,,Japanese,,
114,2,human,neutral,none,,0,1,6,3,,2,3,1,3,1,4,1,1,6,3,6,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,1,20,10,Japanese,,Japanese,,
144,2,human,neutral,none,,2,3,6,3,,2,1,1,3,1,4,2,2,5,1,6,,1,1,2,1,1,1,1,2,1,2,3,,2,1,1,1,1,2,1,1,1,1,2,,2,1,2,3,,1,19,10,Japanese,,Japanese,,
169,2,human,neutral,none,,0,3,4,3,,1,2,2,1,1,5,1,1,2,1,4,,1,1,1,1,1,1,2,1,2,2,3,,1,1,1,1,1,1,1,1,1,1,0,,2,1,2,2,,1,20,10,Japanese,,Japanese,,
149,2,human,neutral,none,,3,1,4,2,,1,2,2,1,1,1,3,1,6,1,4,,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,2,1,2,1,1,2,3,,1,2,2,1,,1,20,10,,,Japanese,,
120,2,human,neutral,none,,1,3,5,2,,3,1,1,1,3,4,1,2,6,1,5,,1,1,1,1,1,1,1,2,2,3,3,,1,1,1,1,2,1,1,1,1,1,1,,3,1,1,2,,2,19,10,Japanese,,Japanese,,
126,2,human,neutral,none,,5,2,6,1,,3,1,2,1,1,4,3,2,2,1,6,,1,1,1,1,1,2,1,1,2,1,2,,1,,3,1,2,3,1,2,1,1,5,,2,1,1,1,,2,20,10,Japanese,,Japanese,,
138,2,human,neutral,none,,1,1,5,2,,1,2,2,1,1,4,1,3,6,1,5,,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,3,1,1,1,,2,1,1,2,,2,19,10,Japanese,,Japanese,,
155,2,human,neutral,none,,0,1,8,2,,,3,2,2,1,5,1,2,6,3,8,,1,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,2,,2,20,10,Japanese,,Japanese,,
175,2,human,neutral,none,,1,0,7,3,,3,2,2,1,1,4,1,2,5,3,7,,1,1,1,1,1,1,1,1,1,1,0,,1,2,1,1,1,1,1,1,1,1,1,,3,1,2,2,,2,,10,Japanese,,Japanese,,
181,2,human,neutral,none,,0,1,5,2,,2,1,2,1,1,4,1,1,2,,5,,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,2,18,10,Japanese,,Japanese,,
193,2,human,neutral,none,,0,1,9,1,,3,3,2,3,1,4,3,2,6,2,9,,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,1,,2,20,10,Japanese,,Japanese,,
199,2,human,neutral,none,,0,0,6,3,,3,1,2,2,3,4,1,1,6,1,6,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,0,,1,2,3,2,,2,20,10,Japanese,,Japanese,,
132,2,human,neutral,none,,3,3,5,3,,2,1,2,1,3,1,1,2,2,1,5,,1,1,1,1,1,3,1,3,1,3,3,,1,1,1,2,2,1,2,1,1,1,3,,1,3,3,2,,2,20,10,,,Japanese,,
187,2,human,neutral,none,,2,1,5,4,,1,3,1,3,1,1,1,2,2,2,5,,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,2,1,1,3,1,1,2,,3,3,2,2,,2,19,10,Japanese,,Japanese,,
115,3,none,human,neutral,,3,3,4,2,,1,3,1,1,1,4,1,1,2,1,3,,1,1,1,3,1,1,1,3,3,2,4,,1,1,1,1,1,2,1,2,1,2,3,,1,1,2,2,,1,20,10,Asian,,Japanese,,
150,3,none,human,neutral,,3,0,1,2,,1,1,1,1,3,5,1,1,2,1,3,,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,,2,1,1,2,,1,19,10,Japanese,,Japanese,,
156,3,none,human,neutral,,1,1,4,2,,1,1,1,1,1,1,1,1,6,1,1,,1,3,1,1,1,1,1,2,3,2,4,,2,1,1,1,1,1,1,1,1,1,1,,2,1,1,2,,1,21,10,Japanese,,Japanese,,
194,3,none,human,neutral,,2,3,3,2,,1,1,1,1,1,4,1,1,6,1,2,,1,1,1,1,1,1,2,2,3,1,3,,1,3,1,1,1,1,2,2,1,1,3,,1,1,3,3,,1,20,10,Japanese,,Japanese,,
182,3,none,human,neutral,,2,1,5,4,,1,1,1,1,1,4,1,1,2,1,2,,1,1,1,1,1,2,2,3,3,2,5,,1,2,1,1,1,1,1,1,1,1,1,,3,2,2,2,,1,19,10,Japanese,,Japanese,,
109,3,none,human,neutral,,3,5,6,3,,1,1,2,1,1,4,1,1,6,1,3,,2,2,2,1,1,2,1,2,1,3,6,,2,1,1,2,2,2,3,1,1,1,5,,1,3,2,1,,1,19,10,Japanese,,Japanese,,
145,3,none,human,neutral,,1,5,4,2,,1,1,1,1,1,1,1,1,2,2,2,,2,3,1,1,1,1,2,3,1,1,4,,1,1,3,1,1,3,2,3,1,3,5,,3,3,2,1,,1,18,10,Japanese,,Japanese,,
127,3,none,human,neutral,,2,1,0,3,,1,1,2,1,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,3,1,1,1,,2,1,2,1,,2,19,10,Japanese,,Japanese,,
133,3,none,human,neutral,,1,0,2,2,,1,1,1,1,1,1,1,1,2,1,1,,1,1,2,1,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,0,,1,1,2,2,,2,20,10,,,Japanese,,
170,3,none,human,neutral,,2,0,1,1,,2,1,1,1,1,1,1,1,6,1,2,,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,3,,2,19,10,Japanese,,Japanese,,
176,3,none,human,neutral,,2,2,4,2,,1,1,2,1,1,1,1,1,2,1,2,,1,3,1,1,1,2,1,2,1,2,4,,1,1,1,1,1,2,1,3,1,1,2,,2,1,,1,,2,19,10,Japanese,,Japanese,,
188,3,none,human,neutral,,3,1,4,2,,1,1,2,1,1,4,1,1,6,1,3,,1,2,1,2,1,1,1,1,2,3,4,,1,1,1,1,1,2,1,1,1,1,1,,2,1,2,1,,2,20,10,Japanese,,Japanese,,
200,3,none,human,neutral,,2,2,4,3,,1,1,1,1,1,4,1,1,2,1,2,,1,1,1,1,1,1,2,2,3,2,4,,1,1,1,1,1,2,2,1,1,1,2,,2,1,2,2,,2,18,10,Japanese,,Japanese,,
139,3,none,human,neutral,,6,0,2,2,,3,2,2,1,1,4,3,1,6,1,6,,1,3,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,0,,2,2,1,1,,2,18,10,Japanese,,Japanese,,
116,4,noneq,neutral,human,,3,3,3,3,,1,2,1,1,1,5,1,1,2,1,3,,2,1,1,1,1,1,1,1,2,3,3,,1,2,1,1,1,2,1,3,1,1,3,,2,1,2,2,,1,19,10,Japanese,,Japanese,,
122,4,noneq,neutral,human,,2,1,2,1,,1,1,2,1,1,1,1,1,6,1,2,,,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,1,1,1,2,,1,1,3,1,,1,21,10,Japanese,,Japanese,,
